dim_Order_ID,dim_Order_Date,dim_Order_Quantity,dim_Sales,dim_Discount,dim_Ship_Mode,dim_Customer_Name,dim_Region,dim_Product_Category,dim_Product_Sub_Category,dim_Product_Name,dim_Age,dim_Gender,dim_Store_type,dim_Payment_Mode,last_purchase_date,m_days_since_last_purchase,m_avg_basket_size,dim_Income,m_Total_spending,dim_Season,m_prefered_category,m_cross_channel_shopping,dim_campaign_name,m_cost,m_loyality_points,m_satisfaction_score,dim_repeat_customer
6070,20-05-2017,20,632.05,0.09,Regular Air,Luke Schmidt,Prarie,Office Supplies,Storage & Organization,Fellowes Neat Ideas¨ Storage Cubes,28,Female,e-Shop,Debit Card,23-02-2017,25,86,71395,27762.452,Rainy,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,28,9.4,1
6071,13-08-2017,12,600.86,0.09,Regular Air,Tiffany House,Prarie,Technology,Computer Peripherals,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,67,Male,e-Shop,Debit Card,26-04-2017,9,109,60559,617.92,Rainy,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,1,5,0
6072,31-12-2015,5,17.06,0.03,Regular Air,Tiffany House,Prarie,Office Supplies,Pens & Art Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",67,Male,TeleShop,Debit Card,11-02-2015,9,323,60559,617.92,Winter,Office Supplies,Yes,Cause Marketing Campaign,247.486618,1,5,1
6073,31-12-2015,23,1198.1,0.02,Regular Air,Meg Tillman,Prarie,Furniture,Office Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",38,Female,e-Shop, E-wallet,22-12-2014,32,374,68981,29898.2345,Summer,Office Supplies,Yes,Interactive Campaign,434.782767,30,9.2,1
6074,31-12-2015,49,276.3,0.02,Regular Air,Saphhira Shifley,Prarie,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD ª Binder With Locking Rings,79,Female,TeleShop,Debit Card,09-05-2015,30,236,71062,13576.1455,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,14,9.4,1
6075,25-12-2017,15,120.52,0.06,Regular Air,Saphhira Shifley,Prarie,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",79,Female,Off_Store, Cash,27-10-2015,30,790,71062,13576.1455,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,14,9.4,1
6076,25-12-2017,42,2269.01,0.02,Regular Air,Saphhira Shifley,Prarie,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot File¨,79,Female,e-Shop, E-wallet,30-08-2017,30,117,71062,13576.1455,Winter,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,14,9.4,1
6077,01-09-2016,31,2893.31,0.1,Regular Air,Harold Dahlen,Prarie,Technology,Office Machines,Soundgear TeleForum DX Desktop Conference Phone,20,Male,Flagship store, E-wallet,16-02-2016,24,198,83983,46556.162,Winter,Office Supplies,Yes,Content Marketing Campaign,24.21545054,47,9.6,1
6078,01-09-2016,25,3923.27,0.03,Delivery Truck,Harold Dahlen,Prarie,Furniture,Tables,Hon Non-Folding Utility Tables,20,Male,TeleShop, Cash,23-03-2016,24,162,83983,46556.162,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,47,9.6,1
6079,01-09-2016,24,2332.5955,0.07,Regular Air,Saphhira Shifley,Prarie,Technology,Telephones and Communication,8890,79,Female,e-Shop, Cash,31-01-2016,30,214,71062,13576.1455,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,14,9.4,1
6080,01-09-2016,3,461.89,0.05,Express Air,Roy Collins,Prarie,Technology,Office Machines,Canon MP41DH Printing Calculator,67,Male,e-Shop,Debit Card,14-10-2014,24,688,86326,11626.16,Rainy,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,12,9.3,0
6081,05-08-2017,29,575.11,0.02,Regular Air,Roy Collins,Prarie,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,67,Male,Off_Store,Credit Card,10-10-2016,24,299,86326,11626.16,Summer,Office Supplies,Yes,Cause Marketing Campaign,247.486618,12,9.3,1
6082,18-02-2014,23,236.46,0.05,Regular Air,Roy Collins,Prarie,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,67,Male,TeleShop,Credit Card,21-01-2014,24,28,86326,11626.16,Winter,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,12,9.3,1
6083,22-11-2016,39,197.56,0.02,Regular Air,Toby Swindell,Prarie,Furniture,Office Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24,Female,Flagship store, E-wallet,25-10-2014,21,759,68244,13089.786,Rainy,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,13,9.4,0
6084,22-11-2016,17,186.02,0.01,Regular Air,Sarah Brown,Prarie,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51,Male,Off_Store, Cash,24-09-2016,28,59,76800,10778.6705,Spring,Office Supplies,Yes,Cause Marketing Campaign,247.486618,11,9.2,1
6085,22-11-2016,5,142.44,0.06,Regular Air,Sarah Brown,Prarie,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",51,Male,e-Shop,Debit Card,14-03-2014,28,984,76800,10778.6705,Rainy,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,11,9.2,1
6086,22-11-2016,38,967.78,0.04,Regular Air,Sarah Brown,Prarie,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,51,Male,e-Shop,Credit Card,17-03-2015,28,616,76800,10778.6705,Spring,Office Supplies,Yes,Content Marketing Campaign,24.21545054,11,9.2,1
6087,22-11-2016,23,3041.33,0.02,Delivery Truck,Christina Anderson,Prarie,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",18,Male,e-Shop,Debit Card,04-08-2015,37,476,76565,25136.31,Summer,Furniture,Yes,Partnership Campaign,42.64504226,25,8.6,0
6088,14-12-2015,49,314.21,0,Regular Air,Roy Collins,Prarie,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",67,Male,Flagship store,Debit Card,30-07-2014,24,502,86326,11626.16,Winter,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,12,9.3,1
6089,13-06-2015,48,1347.63,0.07,Regular Air,Robert Dilbeck,Prarie,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",57,Female,e-Shop,Credit Card,05-06-2014,34,373,69921,6232.9,Winter,Office Supplies,Yes,Product Launch Campaign,54.60111891,6,8,0
6090,28-12-2017,8,120.22,0.07,Regular Air,Randy Ferguson,Prarie,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,33,Male,e-Shop, E-wallet,05-10-2016,32,449,90813,20332.1235,Rainy,Furniture,Yes,User-Generated Content Campaign,315.8348624,20,9.4,0
6091,20-09-2017,23,66.09,0.09,Regular Air,Arianne Irving,Prarie,Office Supplies,Labels,Avery 514,46,Female,TeleShop,Credit Card,24-09-2016,26,361,93305,9516.263,Spring,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,10,8.9,0
6092,20-09-2017,10,1597.37,0.02,Delivery Truck,Arianne Irving,Prarie,Furniture,Tables,BPI Conference Tables,46,Female,e-Shop,Debit Card,12-04-2015,26,892,93305,9516.263,Summer,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,10,8.9,1
6093,20-09-2017,31,1753.958,0.06,Regular Air,Arianne Irving,Prarie,Technology,Telephones and Communication,252,46,Female,TeleShop,Credit Card,26-07-2017,26,56,93305,9516.263,Spring,Office Supplies,Yes,Cause Marketing Campaign,247.486618,10,8.9,1
6094,20-09-2017,33,497.4,0.05,Regular Air,Randy Ferguson,Prarie,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",33,Male,e-Shop,Credit Card,30-04-2017,32,143,90813,20332.1235,Summer,Furniture,Yes,Interactive Campaign,434.782767,20,9.4,1
6095,20-09-2017,48,4965.384,0,Delivery Truck,Randy Ferguson,Prarie,Furniture,Tables,Bevis 36 x 72 Conference Tables,33,Male,TeleShop, E-wallet,17-10-2016,32,338,90813,20332.1235,Winter,Furniture,Yes,Partnership Campaign,42.64504226,20,9.4,1
6096,20-09-2017,8,358.4195,0.09,Express Air,Randy Ferguson,Prarie,Technology,Telephones and Communication,Accessory28,33,Male,e-Shop,Credit Card,12-11-2016,32,312,90813,20332.1235,Rainy,Furniture,Yes,Interactive Campaign,434.782767,20,9.4,1
6097,20-09-2017,31,3232.68,0.03,Regular Air,Randy Ferguson,Prarie,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",33,Male,e-Shop,Debit Card,27-05-2014,32,1212,90813,20332.1235,Summer,Furniture,Yes,Interactive Campaign,434.782767,20,9.4,1
6098,20-09-2017,35,236.99,0.06,Regular Air,Arianne Irving,Prarie,Office Supplies,Paper,Xerox 215,46,Female,Flagship store,Credit Card,03-01-2014,26,1356,93305,9516.263,Winter,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,10,8.9,1
6099,20-09-2017,46,4617.336,0.09,Regular Air,Arianne Irving,Prarie,Technology,Telephones and Communication,Timeport L7089,46,Female,e-Shop,Credit Card,05-04-2017,26,168,93305,9516.263,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,10,8.9,1
6100,20-09-2017,35,89.71,0.04,Regular Air,Cynthia Arntzen,Prarie,Office Supplies,Rubber Bands,Staples Metal Binder Clips,80,Male,Flagship store, E-wallet,07-04-2014,24,1262,73304,31607.476,Winter,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,32,9.6,1
6101,20-09-2017,28,1703.8505,0,Regular Air,Andy Gerbode,Prarie,Technology,Telephones and Communication,8260,48,Female,TeleShop,Debit Card,25-10-2015,26,696,63015,11498.087,Summer,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,11,8.6,0
6102,20-09-2017,17,303.1865,0.02,Regular Air,Andy Gerbode,Prarie,Technology,Telephones and Communication,Accessory21,48,Female,Off_Store, E-wallet,18-05-2017,26,125,63015,11498.087,Summer,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,11,8.6,1
6103,20-09-2017,6,187.37,0.09,Regular Air,Amy Hunt,Prarie,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,25,Male,Flagship store, Cash,24-07-2017,25,58,71536,26205.3895,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,26,9.5,0
6104,20-09-2017,23,356.09,0.05,Regular Air,Amy Hunt,Prarie,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",25,Male,Flagship store, Cash,23-08-2014,25,1124,71536,26205.3895,Rainy,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,26,9.5,1
6105,22-08-2017,31,162.58,0,Regular Air,Craig Molinari,Prarie,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",63,Female,Off_Store, Cash,25-07-2014,25,1124,85797,22570.3775,Spring,Office Supplies,Yes,Partnership Campaign,42.64504226,23,8.9,1
6106,18-06-2015,44,6815.23,0,Delivery Truck,Craig Molinari,Prarie,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",63,Female,Flagship store, Cash,16-07-2014,25,337,85797,22570.3775,Rainy,Office Supplies,Yes,Cause Marketing Campaign,247.486618,23,8.9,1
6107,20-12-2014,23,496.15,0.03,Regular Air,Trudy Brown,Prarie,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,79,Male,e-Shop,Debit Card,23-05-2014,26,211,83683,4784.59,Spring,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,5,9,0
6108,20-12-2014,9,566.53,0.06,Delivery Truck,Toby Swindell,Prarie,Furniture,Chairs & Chairmats,Novimex Fabric Task Chair,24,Female,e-Shop,Debit Card,01-07-2014,21,172,68244,13089.786,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,13,9.4,1
6109,11-09-2016,15,486.43,0,Regular Air,Amy Hunt,Prarie,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",25,Male,Off_Store,Debit Card,22-05-2014,25,843,71536,26205.3895,Summer,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,26,9.5,1
6110,11-09-2016,7,144.95,0.08,Express Air,Amy Hunt,Prarie,Office Supplies,Paper,Xerox 191,25,Male,TeleShop,Debit Card,12-01-2015,25,608,71536,26205.3895,Summer,Office Supplies,Yes,Partnership Campaign,42.64504226,26,9.5,1
6111,12-11-2016,20,131.71,0.1,Regular Air,Cynthia Arntzen,Prarie,Office Supplies,Paper,Xerox 1994,80,Male,e-Shop,Debit Card,10-10-2016,24,33,73304,31607.476,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,32,9.6,1
6112,12-11-2016,45,271.06,0,Regular Air,Toby Swindell,Prarie,Office Supplies,Binders and Binder Accessories,Binder Posts,24,Female,TeleShop, E-wallet,03-02-2014,21,1013,68244,13089.786,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,13,9.4,1
6113,12-11-2016,6,58.84,0.05,Regular Air,Toby Swindell,Prarie,Furniture,Office Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",24,Female,e-Shop,Debit Card,16-09-2016,21,57,68244,13089.786,Winter,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,13,9.4,1
6114,12-11-2016,12,1211.72,0.04,Regular Air,Toby Swindell,Prarie,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",24,Female,e-Shop,Debit Card,30-05-2015,21,532,68244,13089.786,Spring,Office Supplies,Yes,Cause Marketing Campaign,247.486618,13,9.4,1
6115,12-11-2016,9,75.26,0.01,Regular Air,Toby Swindell,Prarie,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",24,Female,TeleShop, E-wallet,22-09-2015,21,417,68244,13089.786,Summer,Office Supplies,Yes,Cause Marketing Campaign,247.486618,13,9.4,1
6116,14-03-2016,7,407.116,0.08,Regular Air,Toby Swindell,Prarie,Technology,Telephones and Communication,iDEN i95,24,Female,Flagship store, Cash,04-03-2016,21,10,68244,13089.786,Spring,Office Supplies,Yes,Partnership Campaign,42.64504226,13,9.4,1
6117,13-11-2016,21,69.06,0,Regular Air,Philip Fox,Prarie,Office Supplies,Labels,Avery 497,76,Female,TeleShop,Debit Card,14-11-2015,30,365,97224,13433.4105,Summer,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,13,9,1
6118,13-11-2016,50,84.01,0.08,Regular Air,Philip Fox,Prarie,Office Supplies,Rubber Bands,Assorted Color Push Pins,76,Female,Off_Store,Debit Card,12-06-2015,30,520,97224,13433.4105,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,13,9,1
6119,19-09-2017,34,592.92,0.02,Express Air,Philip Fox,Prarie,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",76,Female,Flagship store,Debit Card,08-07-2015,30,804,97224,13433.4105,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,13,9,1
6120,19-09-2017,15,106.1,0.09,Express Air,Cynthia Arntzen,Prarie,Office Supplies,Paper,Xerox 217,80,Male,Off_Store,Debit Card,05-02-2016,24,592,73304,31607.476,Rainy,Office Supplies,Yes,Partnership Campaign,42.64504226,32,9.6,1
6121,19-09-2017,28,149,0.06,Regular Air,Randy Ferguson,Prarie,Office Supplies,Paper,Xerox 1922,33,Male,e-Shop,Debit Card,21-02-2014,32,1306,90813,20332.1235,Rainy,Furniture,Yes,Interactive Campaign,434.782767,20,9.4,1
6122,19-09-2017,49,334.29,0.01,Regular Air,Randy Ferguson,Prarie,Office Supplies,Paper,Xerox 210,33,Male,e-Shop,Credit Card,01-11-2015,32,688,90813,20332.1235,Winter,Furniture,Yes,Cause Marketing Campaign,247.486618,20,9.4,1
6123,04-12-2017,17,454.09,0.1,Regular Air,Brian Dahlen,Prarie,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",42,Male,e-Shop,Debit Card,19-01-2016,30,685,64626,8989.49,Spring,Office Supplies,Yes,Cause Marketing Campaign,247.486618,9,8.3,0
6124,31-08-2015,39,124.01,0.08,Regular Air,Trudy Brown,Prarie,Office Supplies,Pens & Art Supplies,Newell 342,79,Male,e-Shop,Credit Card,01-07-2015,26,61,83683,4784.59,Winter,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,5,9,1
6125,03-06-2017,49,1836.84,0.09,Express Air,Trudy Brown,Prarie,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,79,Male,TeleShop, Cash,11-01-2014,26,1239,83683,4784.59,Rainy,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,5,9,1
6126,03-06-2017,40,272.01,0.01,Regular Air,Beth Fritzler,Prarie,Office Supplies,Paper,Xerox 23,59,Female,Flagship store,Credit Card,22-07-2014,30,1047,99501,15287.673,Spring,Office Supplies,Yes,Cause Marketing Campaign,247.486618,15,8.8,0
6127,03-06-2017,16,171.5,0.02,Regular Air,Beth Fritzler,Prarie,Office Supplies,"Scissors, Rulers and Trimmers",Acme¨ Box Cutter Scissors,59,Female,e-Shop,Credit Card,21-04-2015,30,774,99501,15287.673,Summer,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,15,8.8,1
6128,31-03-2016,23,195.61,0,Regular Air,Cynthia Arntzen,Prarie,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",80,Male,TeleShop,Credit Card,09-12-2014,24,478,73304,31607.476,Summer,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,32,9.6,1
6129,25-10-2014,34,197.45,0.06,Regular Air,Roy Collins,Prarie,Office Supplies,Envelopes,Staples Standard Envelopes,67,Male,Off_Store,Debit Card,16-01-2014,24,282,86326,11626.16,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,12,9.3,1
6130,26-03-2017,36,82.98,0.08,Regular Air,Roy Collins,Prarie,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTankª Erasable Pocket Highlighter, Chisel Tip, Yellow",67,Male,e-Shop, E-wallet,17-03-2017,24,9,86326,11626.16,Rainy,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,12,9.3,1
6131,26-03-2017,44,2507.79,0.08,Delivery Truck,Toby Swindell,Prarie,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,24,Female,e-Shop,Debit Card,24-01-2017,21,61,68244,13089.786,Summer,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,13,9.4,1
6132,27-12-2014,30,1052.68,0.02,Regular Air,Toby Swindell,Prarie,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,24,Female,e-Shop, E-wallet,18-08-2014,21,131,68244,13089.786,Winter,Office Supplies,Yes,Content Marketing Campaign,24.21545054,13,9.4,1
6133,15-09-2017,30,2536.31,0.01,Regular Air,Toby Swindell,Prarie,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,24,Female,Flagship store, E-wallet,28-07-2017,21,49,68244,13089.786,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,13,9.4,1
6134,16-08-2016,37,101.2,0.1,Regular Air,Andy Gerbode,Prarie,Office Supplies,Labels,Avery 504,48,Female,Flagship store,Credit Card,02-02-2015,26,561,63015,11498.087,Spring,Office Supplies,Yes,Product Launch Campaign,54.60111891,11,8.6,1
6135,04-11-2016,34,1950.036,0.03,Regular Air,Cynthia Arntzen,Prarie,Technology,Telephones and Communication,Talkabout T8367,80,Male,e-Shop,Credit Card,09-02-2015,24,634,73304,31607.476,Winter,Office Supplies,Yes,Partnership Campaign,42.64504226,32,9.6,1
6136,18-10-2015,43,265.38,0.04,Regular Air,Cynthia Arntzen,Prarie,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,80,Male,Flagship store,Credit Card,18-10-2014,24,365,73304,31607.476,Spring,Office Supplies,Yes,Cause Marketing Campaign,247.486618,32,9.6,1
6137,18-10-2015,5,33.41,0.09,Regular Air,Cynthia Arntzen,Prarie,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,80,Male,TeleShop,Credit Card,15-09-2014,24,398,73304,31607.476,Spring,Office Supplies,Yes,Partnership Campaign,42.64504226,32,9.6,1
6138,31-10-2016,28,7157.16,0.09,Delivery Truck,Cynthia Arntzen,Prarie,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",80,Male,TeleShop,Debit Card,26-05-2016,24,158,73304,31607.476,Spring,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,32,9.6,1
6139,30-03-2014,44,286.06,0.1,Regular Air,Randy Ferguson,Prarie,Office Supplies,Paper,Xerox 1923,33,Male,TeleShop, Cash,26-03-2014,32,4,90813,20332.1235,Summer,Furniture,Yes,Content Marketing Campaign,24.21545054,20,9.4,1
6140,18-04-2015,41,248.1,0.04,Regular Air,Randy Ferguson,Prarie,Office Supplies,Pens & Art Supplies,Newell 315,33,Male,TeleShop,Debit Card,24-03-2015,32,25,90813,20332.1235,Summer,Furniture,Yes,Social Media Influencer Campaign,366.3816254,20,9.4,1
6141,09-07-2017,20,112.42,0.09,Regular Air,Amy Hunt,Prarie,Office Supplies,Envelopes,Wausau Papers Astrobrights¨ Colored Envelopes,25,Male,TeleShop,Credit Card,09-02-2017,25,150,71536,26205.3895,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,26,9.5,1
6142,09-07-2017,43,1054.7,0.07,Regular Air,Brosina Hoffman,Prarie,Office Supplies,Appliances,3M Office Air Cleaner,38,Male,e-Shop, Cash,24-06-2015,26,746,66555,24125.39,Summer,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,24,8.3,0
6143,09-07-2017,38,5349.21,0.01,Delivery Truck,Brosina Hoffman,Prarie,Furniture,Chairs & Chairmats,Global Deluxe High-Back Office Chair in Storm,38,Male,e-Shop, Cash,18-03-2015,26,844,66555,24125.39,Winter,Office Supplies,Yes,Product Launch Campaign,54.60111891,24,8.3,1
6144,09-07-2017,39,4859.37,0.07,Regular Air,Brosina Hoffman,Prarie,Technology,Office Machines,Canon MP41DH Printing Calculator,38,Male,e-Shop, E-wallet,22-04-2016,26,443,66555,24125.39,Winter,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,24,8.3,1
6145,27-06-2017,39,116.63,0.03,Regular Air,Trudy Brown,Prarie,Office Supplies,Pens & Art Supplies,Newell 343,79,Male,Off_Store, Cash,22-03-2014,26,1193,83683,4784.59,Winter,Office Supplies,Yes,Content Marketing Campaign,24.21545054,5,9,1
6146,22-12-2014,32,1932.97,0.08,Delivery Truck,Brian Dahlen,Prarie,Furniture,Chairs & Chairmats,Novimex Fabric Task Chair,42,Male,e-Shop, Cash,29-05-2014,30,207,64626,8989.49,Winter,Office Supplies,Yes,Content Marketing Campaign,24.21545054,9,8.3,1
6147,21-11-2017,46,476.49,0.1,Regular Air,Brian Dahlen,Prarie,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",42,Male,TeleShop,Debit Card,06-05-2014,30,1295,64626,8989.49,Winter,Office Supplies,Yes,Product Launch Campaign,54.60111891,9,8.3,1
6148,21-11-2017,19,6991.65,0.08,Delivery Truck,Andy Gerbode,Prarie,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,48,Female,TeleShop, Cash,20-04-2014,26,1311,63015,11498.087,Rainy,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,11,8.6,1
6149,27-06-2016,37,832.14,0.04,Regular Air,Christina Anderson,Prarie,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",18,Male,Off_Store,Credit Card,10-03-2015,37,475,76565,25136.31,Summer,Furniture,Yes,Social Media Influencer Campaign,366.3816254,25,8.6,1
6150,28-12-2017,4,55.97,0.09,Regular Air,Cynthia Arntzen,Prarie,Office Supplies,Binders and Binder Accessories,GBC ProClick Spines for 32-Hole Punch,80,Male,e-Shop,Credit Card,10-12-2014,24,1114,73304,31607.476,Rainy,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,32,9.6,1
6151,08-04-2016,9,174.72,0.06,Regular Air,Cynthia Arntzen,Prarie,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,80,Male,TeleShop, Cash,16-09-2015,24,205,73304,31607.476,Winter,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,32,9.6,1
6152,18-03-2014,48,2271.37,0.09,Express Air,Cynthia Arntzen,Prarie,Furniture,Office Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,80,Male,e-Shop, E-wallet,01-02-2014,24,45,73304,31607.476,Rainy,Office Supplies,Yes,Cause Marketing Campaign,247.486618,32,9.6,1
6153,03-07-2017,9,24.76,0.09,Regular Air,Amy Hunt,Prarie,Office Supplies,Pens & Art Supplies,Newell 335,25,Male,TeleShop, E-wallet,19-04-2014,25,1171,71536,26205.3895,Rainy,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,26,9.5,1
6154,20-04-2017,3,30.92,0.02,Express Air,Trudy Brown,Prarie,Furniture,Office Furnishings,G.E. Halogen Desk Lamp Bulbs,79,Male,e-Shop, Cash,24-02-2014,26,1151,83683,4784.59,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,5,9,1
6155,20-04-2017,24,142.8,0.01,Regular Air,Trudy Brown,Prarie,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",79,Male,e-Shop, E-wallet,19-11-2016,26,152,83683,4784.59,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,5,9,1
6156,20-04-2017,46,241.81,0.02,Regular Air,Robert Dilbeck,Prarie,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",57,Female,Off_Store,Debit Card,27-12-2015,34,480,69921,6232.9,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,6,8,1
6157,20-04-2017,14,425.67,0.03,Express Air,Cynthia Arntzen,Prarie,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',80,Male,e-Shop,Debit Card,02-01-2015,24,839,73304,31607.476,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,32,9.6,1
6158,03-08-2016,9,173.44,0.02,Regular Air,Cynthia Arntzen,Prarie,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,80,Male,Off_Store,Credit Card,04-12-2014,24,608,73304,31607.476,Rainy,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,32,9.6,1
6159,03-08-2016,44,3644.596,0.06,Regular Air,Amy Hunt,Prarie,Technology,Telephones and Communication,T60,25,Male,Flagship store,Credit Card,13-10-2014,25,660,71536,26205.3895,Summer,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,26,9.5,1
6160,03-12-2016,45,9539.6,0.02,Delivery Truck,Beth Fritzler,Prarie,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,59,Female,Flagship store,Credit Card,06-02-2014,30,1031,99501,15287.673,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,15,8.8,1
